component_run_id,component,experiment_id,run_id,condition,defense,attack,raw_attack,start_epoch_s,end_epoch_s,duration_s,client_ips,roles,files
server:time_20260717_144525,server,exp_1784317525,run_1784317525,multi_krum_blind,multi_krum,,,1784317851.4871678,1784318052.8869476,201.39977979660034,10.42.0.145;10.42.0.18;10.42.0.210;10.42.0.47;10.42.0.59,inference_clients;inference_rounds;inference_summary;server_client_defense;server_manifest;server_metrics;server_round_defense,/home/lawrence/Lawrence/FL_poison/Result/RNN/proxy/baseline/multi_krum/exp2/multi_krum_blind_20260717_144525_inference_clients.csv;/home/lawrence/Lawrence/FL_poison/Result/RNN/proxy/baseline/multi_krum/exp2/multi_krum_blind_20260717_144525_inference_rounds.csv;/home/lawrence/Lawrence/FL_poison/Result/RNN/proxy/baseline/multi_krum/exp2/multi_krum_blind_20260717_144525_inference_summary.json;/home/lawrence/Lawrence/FL_poison/Result/RNN/proxy/baseline/multi_krum/exp2/server_client_defense_log_20260717_144525.csv;/home/lawrence/Lawrence/FL_poison/Result/RNN/proxy/baseline/multi_krum/exp2/server_run_manifest_20260717_144525.json;/home/lawrence/Lawrence/FL_poison/Result/RNN/proxy/baseline/multi_krum/exp2/server_metrics_log_20260717_144525.csv;/home/lawrence/Lawrence/FL_poison/Result/RNN/proxy/baseline/multi_krum/exp2/server_round_defense_log_20260717_144525.csv
server:time_20260717_145611,server,exp_1784318171,run_1784318171,multi_krum_blind,multi_krum,,,1784318557.6523054,1784318758.233539,200.5812337398529,10.42.0.145;10.42.0.18;10.42.0.210;10.42.0.47;10.42.0.59,inference_clients;inference_rounds;inference_summary;server_client_defense;server_manifest;server_metrics;server_round_defense,/home/lawrence/Lawrence/FL_poison/Result/RNN/proxy/baseline/multi_krum/exp3/multi_krum_blind_20260717_145611_inference_clients.csv;/home/lawrence/Lawrence/FL_poison/Result/RNN/proxy/baseline/multi_krum/exp3/multi_krum_blind_20260717_145611_inference_rounds.csv;/home/lawrence/Lawrence/FL_poison/Result/RNN/proxy/baseline/multi_krum/exp3/multi_krum_blind_20260717_145611_inference_summary.json;/home/lawrence/Lawrence/FL_poison/Result/RNN/proxy/baseline/multi_krum/exp3/server_client_defense_log_20260717_145611.csv;/home/lawrence/Lawrence/FL_poison/Result/RNN/proxy/baseline/multi_krum/exp3/server_run_manifest_20260717_145611.json;/home/lawrence/Lawrence/FL_poison/Result/RNN/proxy/baseline/multi_krum/exp3/server_metrics_log_20260717_145611.csv;/home/lawrence/Lawrence/FL_poison/Result/RNN/proxy/baseline/multi_krum/exp3/server_round_defense_log_20260717_145611.csv
server:time_20260717_152208,server,exp_1784319728,run_1784319728,multi_krum_blind,multi_krum,,,1784319972.7371128,1784320188.3921185,215.65500569343567,10.42.0.145;10.42.0.18;10.42.0.210;10.42.0.47;10.42.0.59,inference_clients;inference_rounds;inference_summary;server_client_defense;server_manifest;server_metrics;server_round_defense,/home/lawrence/Lawrence/FL_poison/Result/RNN/proxy/baseline/multi_krum/exp5/multi_krum_blind_20260717_152208_inference_clients.csv;/home/lawrence/Lawrence/FL_poison/Result/RNN/proxy/baseline/multi_krum/exp5/multi_krum_blind_20260717_152208_inference_rounds.csv;/home/lawrence/Lawrence/FL_poison/Result/RNN/proxy/baseline/multi_krum/exp5/multi_krum_blind_20260717_152208_inference_summary.json;/home/lawrence/Lawrence/FL_poison/Result/RNN/proxy/baseline/multi_krum/exp5/server_client_defense_log_20260717_152208.csv;/home/lawrence/Lawrence/FL_poison/Result/RNN/proxy/baseline/multi_krum/exp5/server_run_manifest_20260717_152208.json;/home/lawrence/Lawrence/FL_poison/Result/RNN/proxy/baseline/multi_krum/exp5/server_metrics_log_20260717_152208.csv;/home/lawrence/Lawrence/FL_poison/Result/RNN/proxy/baseline/multi_krum/exp5/server_round_defense_log_20260717_152208.csv
server:time_20260717_151003,server,exp_1784319003,run_1784319003,multi_krum_blind,multi_krum,,,1784319415.663711,1784319616.8968048,201.2330937385559,10.42.0.145;10.42.0.18;10.42.0.210;10.42.0.47;10.42.0.59,inference_clients;inference_rounds;inference_summary;server_client_defense;server_manifest;server_metrics;server_round_defense,/home/lawrence/Lawrence/FL_poison/Result/RNN/proxy/baseline/multi_krum/exp4/multi_krum_blind_20260717_151003_inference_clients.csv;/home/lawrence/Lawrence/FL_poison/Result/RNN/proxy/baseline/multi_krum/exp4/multi_krum_blind_20260717_151003_inference_rounds.csv;/home/lawrence/Lawrence/FL_poison/Result/RNN/proxy/baseline/multi_krum/exp4/multi_krum_blind_20260717_151003_inference_summary.json;/home/lawrence/Lawrence/FL_poison/Result/RNN/proxy/baseline/multi_krum/exp4/server_client_defense_log_20260717_151003.csv;/home/lawrence/Lawrence/FL_poison/Result/RNN/proxy/baseline/multi_krum/exp4/server_run_manifest_20260717_151003.json;/home/lawrence/Lawrence/FL_poison/Result/RNN/proxy/baseline/multi_krum/exp4/server_metrics_log_20260717_151003.csv;/home/lawrence/Lawrence/FL_poison/Result/RNN/proxy/baseline/multi_krum/exp4/server_round_defense_log_20260717_151003.csv
analyzer:time_20260717_173613,analyzer,exp_1784324175,,exp1,,,,1784324175.5958104,1784324700.174743,524.5789325237274,10.42.0.145;10.42.0.18;10.42.0.195;10.42.0.210;10.42.0.47;10.42.0.59,analyzer_decision;analyzer_events;analyzer_phase;analyzer_round;analyzer_wire_upload,/home/lawrence/Lawrence/FL_poison/Result/RNN/proxy/baseline/fedavg/exp1/analyzer_decision_log_20260717_173613.csv;/home/lawrence/Lawrence/FL_poison/Result/RNN/proxy/baseline/fedavg/exp1/analyzer_events_20260717_173613.jsonl;/home/lawrence/Lawrence/FL_poison/Result/RNN/proxy/baseline/fedavg/exp1/analyzer_phase_log_20260717_173613.csv;/home/lawrence/Lawrence/FL_poison/Result/RNN/proxy/baseline/fedavg/exp1/analyzer_round_log_20260717_173613.csv;/home/lawrence/Lawrence/FL_poison/Result/RNN/proxy/baseline/fedavg/exp1/analyzer_wire_upload_log_20260717_173613.csv
analyzer:time_20260717_174533,analyzer,exp_1784324735,,exp2,,,,1784324735.1313155,1784325233.3963602,498.26504468917847,10.42.0.145;10.42.0.18;10.42.0.195;10.42.0.210;10.42.0.47;10.42.0.59,analyzer_decision;analyzer_events;analyzer_phase;analyzer_round;analyzer_wire_upload,/home/lawrence/Lawrence/FL_poison/Result/RNN/proxy/baseline/fedavg/exp2/analyzer_decision_log_20260717_174533.csv;/home/lawrence/Lawrence/FL_poison/Result/RNN/proxy/baseline/fedavg/exp2/analyzer_events_20260717_174533.jsonl;/home/lawrence/Lawrence/FL_poison/Result/RNN/proxy/baseline/fedavg/exp2/analyzer_phase_log_20260717_174533.csv;/home/lawrence/Lawrence/FL_poison/Result/RNN/proxy/baseline/fedavg/exp2/analyzer_round_log_20260717_174533.csv;/home/lawrence/Lawrence/FL_poison/Result/RNN/proxy/baseline/fedavg/exp2/analyzer_wire_upload_log_20260717_174533.csv
analyzer:time_20260717_175437,analyzer,exp_1784325278,,exp3,,,,1784325278.7180855,1784325935.260862,656.5427765846252,10.42.0.145;10.42.0.18;10.42.0.195;10.42.0.210;10.42.0.47;10.42.0.59,analyzer_decision;analyzer_events;analyzer_phase;analyzer_round;analyzer_wire_upload,/home/lawrence/Lawrence/FL_poison/Result/RNN/proxy/baseline/fedavg/exp3/analyzer_decision_log_20260717_175437.csv;/home/lawrence/Lawrence/FL_poison/Result/RNN/proxy/baseline/fedavg/exp3/analyzer_events_20260717_175437.jsonl;/home/lawrence/Lawrence/FL_poison/Result/RNN/proxy/baseline/fedavg/exp3/analyzer_phase_log_20260717_175437.csv;/home/lawrence/Lawrence/FL_poison/Result/RNN/proxy/baseline/fedavg/exp3/analyzer_round_log_20260717_175437.csv;/home/lawrence/Lawrence/FL_poison/Result/RNN/proxy/baseline/fedavg/exp3/analyzer_wire_upload_log_20260717_175437.csv
analyzer:time_20260717_182555,analyzer,exp_1784327156,,exp5,,,,1784327156.6086512,1784327769.8514757,613.2428245544434,10.42.0.145;10.42.0.18;10.42.0.195;10.42.0.210;10.42.0.47;10.42.0.59,analyzer_decision;analyzer_events;analyzer_phase;analyzer_round;analyzer_wire_upload,/home/lawrence/Lawrence/FL_poison/Result/RNN/proxy/baseline/fedavg/exp5/analyzer_decision_log_20260717_182555.csv;/home/lawrence/Lawrence/FL_poison/Result/RNN/proxy/baseline/fedavg/exp5/analyzer_events_20260717_182555.jsonl;/home/lawrence/Lawrence/FL_poison/Result/RNN/proxy/baseline/fedavg/exp5/analyzer_phase_log_20260717_182555.csv;/home/lawrence/Lawrence/FL_poison/Result/RNN/proxy/baseline/fedavg/exp5/analyzer_round_log_20260717_182555.csv;/home/lawrence/Lawrence/FL_poison/Result/RNN/proxy/baseline/fedavg/exp5/analyzer_wire_upload_log_20260717_182555.csv
analyzer:time_20260717_180602,analyzer,exp_1784325964,,exp4,,,,1784325964.3239849,1784327025.4610963,1061.1371114253998,10.42.0.145;10.42.0.18;10.42.0.195;10.42.0.210;10.42.0.47;10.42.0.59,analyzer_decision;analyzer_events;analyzer_phase;analyzer_round;analyzer_wire_upload,/home/lawrence/Lawrence/FL_poison/Result/RNN/proxy/baseline/fedavg/exp4/analyzer_decision_log_20260717_180602.csv;/home/lawrence/Lawrence/FL_poison/Result/RNN/proxy/baseline/fedavg/exp4/analyzer_events_20260717_180602.jsonl;/home/lawrence/Lawrence/FL_poison/Result/RNN/proxy/baseline/fedavg/exp4/analyzer_phase_log_20260717_180602.csv;/home/lawrence/Lawrence/FL_poison/Result/RNN/proxy/baseline/fedavg/exp4/analyzer_round_log_20260717_180602.csv;/home/lawrence/Lawrence/FL_poison/Result/RNN/proxy/baseline/fedavg/exp4/analyzer_wire_upload_log_20260717_180602.csv
analyzer:time_20260717_142728,analyzer,exp_1784312850,,exp1,,,,1784312850.4630828,1784313634.2402036,783.7771208286285,10.42.0.145;10.42.0.18;10.42.0.195;10.42.0.210;10.42.0.47;10.42.0.59,analyzer_decision;analyzer_events;analyzer_phase;analyzer_round;analyzer_wire_upload,/home/lawrence/Lawrence/FL_poison/Result/RNN/proxy/baseline/median/exp1/analyzer_decision_log_20260717_142728.csv;/home/lawrence/Lawrence/FL_poison/Result/RNN/proxy/baseline/median/exp1/analyzer_events_20260717_142728.jsonl;/home/lawrence/Lawrence/FL_poison/Result/RNN/proxy/baseline/median/exp1/analyzer_phase_log_20260717_142728.csv;/home/lawrence/Lawrence/FL_poison/Result/RNN/proxy/baseline/median/exp1/analyzer_round_log_20260717_142728.csv;/home/lawrence/Lawrence/FL_poison/Result/RNN/proxy/baseline/median/exp1/analyzer_wire_upload_log_20260717_142728.csv
server:time_20260717_133009,server,exp_1784313009,run_1784313009,median_blind,median,,,1784313365.519507,1784313621.5505006,256.03099370002747,10.42.0.145;10.42.0.18;10.42.0.210;10.42.0.47;10.42.0.59,inference_clients;inference_rounds;inference_summary;server_client_defense;server_manifest;server_metrics;server_round_defense,/home/lawrence/Lawrence/FL_poison/Result/RNN/proxy/baseline/median/exp1/median_blind_20260717_133009_inference_clients.csv;/home/lawrence/Lawrence/FL_poison/Result/RNN/proxy/baseline/median/exp1/median_blind_20260717_133009_inference_rounds.csv;/home/lawrence/Lawrence/FL_poison/Result/RNN/proxy/baseline/median/exp1/median_blind_20260717_133009_inference_summary.json;/home/lawrence/Lawrence/FL_poison/Result/RNN/proxy/baseline/median/exp1/server_client_defense_log_20260717_133009.csv;/home/lawrence/Lawrence/FL_poison/Result/RNN/proxy/baseline/median/exp1/server_run_manifest_20260717_133009.json;/home/lawrence/Lawrence/FL_poison/Result/RNN/proxy/baseline/median/exp1/server_metrics_log_20260717_133009.csv;/home/lawrence/Lawrence/FL_poison/Result/RNN/proxy/baseline/median/exp1/server_round_defense_log_20260717_133009.csv
analyzer:time_20260717_144317,analyzer,exp_1784313802,,exp2,,,,1784313802.7509856,1784314305.8724241,503.1214385032654,10.42.0.145;10.42.0.18;10.42.0.195;10.42.0.210;10.42.0.47;10.42.0.59,analyzer_decision;analyzer_events;analyzer_phase;analyzer_round;analyzer_wire_upload,/home/lawrence/Lawrence/FL_poison/Result/RNN/proxy/baseline/median/exp2/analyzer_decision_log_20260717_144317.csv;/home/lawrence/Lawrence/FL_poison/Result/RNN/proxy/baseline/median/exp2/analyzer_events_20260717_144317.jsonl;/home/lawrence/Lawrence/FL_poison/Result/RNN/proxy/baseline/median/exp2/analyzer_phase_log_20260717_144317.csv;/home/lawrence/Lawrence/FL_poison/Result/RNN/proxy/baseline/median/exp2/analyzer_round_log_20260717_144317.csv;/home/lawrence/Lawrence/FL_poison/Result/RNN/proxy/baseline/median/exp2/analyzer_wire_upload_log_20260717_144317.csv
server:time_20260717_134239,server,exp_1784313759,run_1784313759,median_blind,median,,,1784314055.3904889,1784314259.208314,203.81782507896423,10.42.0.145;10.42.0.18;10.42.0.210;10.42.0.47;10.42.0.59,inference_clients;inference_rounds;inference_summary;server_client_defense;server_manifest;server_metrics;server_round_defense,/home/lawrence/Lawrence/FL_poison/Result/RNN/proxy/baseline/median/exp2/median_blind_20260717_134239_inference_clients.csv;/home/lawrence/Lawrence/FL_poison/Result/RNN/proxy/baseline/median/exp2/median_blind_20260717_134239_inference_rounds.csv;/home/lawrence/Lawrence/FL_poison/Result/RNN/proxy/baseline/median/exp2/median_blind_20260717_134239_inference_summary.json;/home/lawrence/Lawrence/FL_poison/Result/RNN/proxy/baseline/median/exp2/server_client_defense_log_20260717_134239.csv;/home/lawrence/Lawrence/FL_poison/Result/RNN/proxy/baseline/median/exp2/server_run_manifest_20260717_134239.json;/home/lawrence/Lawrence/FL_poison/Result/RNN/proxy/baseline/median/exp2/server_metrics_log_20260717_134239.csv;/home/lawrence/Lawrence/FL_poison/Result/RNN/proxy/baseline/median/exp2/server_round_defense_log_20260717_134239.csv
server:time_20260717_135152,server,exp_1784314312,run_1784314312,median_blind,median,,,1784314762.883197,1784314970.0287127,207.1455156803131,10.42.0.145;10.42.0.18;10.42.0.210;10.42.0.47;10.42.0.59,inference_clients;inference_rounds;inference_summary;server_client_defense;server_manifest;server_metrics;server_round_defense,/home/lawrence/Lawrence/FL_poison/Result/RNN/proxy/baseline/median/exp3/median_blind_20260717_135152_inference_clients.csv;/home/lawrence/Lawrence/FL_poison/Result/RNN/proxy/baseline/median/exp3/median_blind_20260717_135152_inference_rounds.csv;/home/lawrence/Lawrence/FL_poison/Result/RNN/proxy/baseline/median/exp3/median_blind_20260717_135152_inference_summary.json;/home/lawrence/Lawrence/FL_poison/Result/RNN/proxy/baseline/median/exp3/server_client_defense_log_20260717_135152.csv;/home/lawrence/Lawrence/FL_poison/Result/RNN/proxy/baseline/median/exp3/server_run_manifest_20260717_135152.json;/home/lawrence/Lawrence/FL_poison/Result/RNN/proxy/baseline/median/exp3/server_metrics_log_20260717_135152.csv;/home/lawrence/Lawrence/FL_poison/Result/RNN/proxy/baseline/median/exp3/server_round_defense_log_20260717_135152.csv
analyzer:time_20260717_145221,analyzer,exp_1784314342,,exp3,,,,1784314342.506058,1784315099.1718962,756.6658382415771,10.42.0.145;10.42.0.18;10.42.0.195;10.42.0.210;10.42.0.47;10.42.0.59,analyzer_decision;analyzer_events;analyzer_phase;analyzer_round;analyzer_wire_upload,/home/lawrence/Lawrence/FL_poison/Result/RNN/proxy/baseline/median/exp3/analyzer_decision_log_20260717_145221.csv;/home/lawrence/Lawrence/FL_poison/Result/RNN/proxy/baseline/median/exp3/analyzer_events_20260717_145221.jsonl;/home/lawrence/Lawrence/FL_poison/Result/RNN/proxy/baseline/median/exp3/analyzer_phase_log_20260717_145221.csv;/home/lawrence/Lawrence/FL_poison/Result/RNN/proxy/baseline/median/exp3/analyzer_round_log_20260717_145221.csv;/home/lawrence/Lawrence/FL_poison/Result/RNN/proxy/baseline/median/exp3/analyzer_wire_upload_log_20260717_145221.csv
server:time_20260717_141640,server,exp_1784315800,run_1784315800,median_blind,median,,,1784316082.7180417,1784316285.2474868,202.5294451713562,10.42.0.145;10.42.0.18;10.42.0.210;10.42.0.47;10.42.0.59,inference_clients;inference_rounds;inference_summary;server_client_defense;server_manifest;server_metrics;server_round_defense,/home/lawrence/Lawrence/FL_poison/Result/RNN/proxy/baseline/median/exp5/median_blind_20260717_141640_inference_clients.csv;/home/lawrence/Lawrence/FL_poison/Result/RNN/proxy/baseline/median/exp5/median_blind_20260717_141640_inference_rounds.csv;/home/lawrence/Lawrence/FL_poison/Result/RNN/proxy/baseline/median/exp5/median_blind_20260717_141640_inference_summary.json;/home/lawrence/Lawrence/FL_poison/Result/RNN/proxy/baseline/median/exp5/server_client_defense_log_20260717_141640.csv;/home/lawrence/Lawrence/FL_poison/Result/RNN/proxy/baseline/median/exp5/server_run_manifest_20260717_141640.json;/home/lawrence/Lawrence/FL_poison/Result/RNN/proxy/baseline/median/exp5/server_metrics_log_20260717_141640.csv;/home/lawrence/Lawrence/FL_poison/Result/RNN/proxy/baseline/median/exp5/server_round_defense_log_20260717_141640.csv
analyzer:time_20260717_151734,analyzer,exp_1784315856,,exp5,,,,1784315856.326277,1784316597.1785827,740.8523056507111,10.42.0.145;10.42.0.18;10.42.0.195;10.42.0.210;10.42.0.47;10.42.0.59,analyzer_decision;analyzer_events;analyzer_phase;analyzer_round;analyzer_wire_upload,/home/lawrence/Lawrence/FL_poison/Result/RNN/proxy/baseline/median/exp5/analyzer_decision_log_20260717_151734.csv;/home/lawrence/Lawrence/FL_poison/Result/RNN/proxy/baseline/median/exp5/analyzer_events_20260717_151734.jsonl;/home/lawrence/Lawrence/FL_poison/Result/RNN/proxy/baseline/median/exp5/analyzer_phase_log_20260717_151734.csv;/home/lawrence/Lawrence/FL_poison/Result/RNN/proxy/baseline/median/exp5/analyzer_round_log_20260717_151734.csv;/home/lawrence/Lawrence/FL_poison/Result/RNN/proxy/baseline/median/exp5/analyzer_wire_upload_log_20260717_151734.csv
server:time_20260717_140452,server,exp_1784315092,run_1784315092,median_blind,median,,,1784315426.8430479,1784315637.9046726,211.06162476539612,10.42.0.145;10.42.0.18;10.42.0.210;10.42.0.47;10.42.0.59,inference_clients;inference_rounds;inference_summary;server_client_defense;server_manifest;server_metrics;server_round_defense,/home/lawrence/Lawrence/FL_poison/Result/RNN/proxy/baseline/median/exp4/median_blind_20260717_140452_inference_clients.csv;/home/lawrence/Lawrence/FL_poison/Result/RNN/proxy/baseline/median/exp4/median_blind_20260717_140452_inference_rounds.csv;/home/lawrence/Lawrence/FL_poison/Result/RNN/proxy/baseline/median/exp4/median_blind_20260717_140452_inference_summary.json;/home/lawrence/Lawrence/FL_poison/Result/RNN/proxy/baseline/median/exp4/server_client_defense_log_20260717_140452.csv;/home/lawrence/Lawrence/FL_poison/Result/RNN/proxy/baseline/median/exp4/server_run_manifest_20260717_140452.json;/home/lawrence/Lawrence/FL_poison/Result/RNN/proxy/baseline/median/exp4/server_metrics_log_20260717_140452.csv;/home/lawrence/Lawrence/FL_poison/Result/RNN/proxy/baseline/median/exp4/server_round_defense_log_20260717_140452.csv
analyzer:time_20260717_150543,analyzer,exp_1784315145,,exp4,,,,1784315145.9808416,1784315679.614826,533.6339843273163,10.42.0.145;10.42.0.18;10.42.0.195;10.42.0.210;10.42.0.47;10.42.0.59,analyzer_decision;analyzer_events;analyzer_phase;analyzer_round;analyzer_wire_upload,/home/lawrence/Lawrence/FL_poison/Result/RNN/proxy/baseline/median/exp4/analyzer_decision_log_20260717_150543.csv;/home/lawrence/Lawrence/FL_poison/Result/RNN/proxy/baseline/median/exp4/analyzer_events_20260717_150543.jsonl;/home/lawrence/Lawrence/FL_poison/Result/RNN/proxy/baseline/median/exp4/analyzer_phase_log_20260717_150543.csv;/home/lawrence/Lawrence/FL_poison/Result/RNN/proxy/baseline/median/exp4/analyzer_round_log_20260717_150543.csv;/home/lawrence/Lawrence/FL_poison/Result/RNN/proxy/baseline/median/exp4/analyzer_wire_upload_log_20260717_150543.csv
server:time_20260717_163622,server,exp_1784324182,run_1784324182,fedavg_blind,fedavg,,,1784324446.924701,1784324645.2841718,198.3594708442688,10.42.0.145;10.42.0.18;10.42.0.210;10.42.0.47;10.42.0.59,inference_clients;inference_rounds;inference_summary;server_client_defense;server_manifest;server_metrics;server_round_defense,/home/lawrence/Lawrence/FL_poison/Result/RNN/proxy/baseline/fedAvg/exp1/fedavg_blind_20260717_163622_inference_clients.csv;/home/lawrence/Lawrence/FL_poison/Result/RNN/proxy/baseline/fedAvg/exp1/fedavg_blind_20260717_163622_inference_rounds.csv;/home/lawrence/Lawrence/FL_poison/Result/RNN/proxy/baseline/fedAvg/exp1/fedavg_blind_20260717_163622_inference_summary.json;/home/lawrence/Lawrence/FL_poison/Result/RNN/proxy/baseline/fedAvg/exp1/server_client_defense_log_20260717_163622.csv;/home/lawrence/Lawrence/FL_poison/Result/RNN/proxy/baseline/fedAvg/exp1/server_run_manifest_20260717_163622.json;/home/lawrence/Lawrence/FL_poison/Result/RNN/proxy/baseline/fedAvg/exp1/server_metrics_log_20260717_163622.csv;/home/lawrence/Lawrence/FL_poison/Result/RNN/proxy/baseline/fedAvg/exp1/server_round_defense_log_20260717_163622.csv
server:time_20260717_164540,server,exp_1784324740,run_1784324740,fedavg_blind,fedavg,,,1784325007.3681803,1784325210.3750293,203.00684905052185,10.42.0.145;10.42.0.18;10.42.0.210;10.42.0.47;10.42.0.59,inference_clients;inference_rounds;inference_summary;server_client_defense;server_manifest;server_metrics;server_round_defense,/home/lawrence/Lawrence/FL_poison/Result/RNN/proxy/baseline/fedAvg/exp2/fedavg_blind_20260717_164540_inference_clients.csv;/home/lawrence/Lawrence/FL_poison/Result/RNN/proxy/baseline/fedAvg/exp2/fedavg_blind_20260717_164540_inference_rounds.csv;/home/lawrence/Lawrence/FL_poison/Result/RNN/proxy/baseline/fedAvg/exp2/fedavg_blind_20260717_164540_inference_summary.json;/home/lawrence/Lawrence/FL_poison/Result/RNN/proxy/baseline/fedAvg/exp2/server_client_defense_log_20260717_164540.csv;/home/lawrence/Lawrence/FL_poison/Result/RNN/proxy/baseline/fedAvg/exp2/server_run_manifest_20260717_164540.json;/home/lawrence/Lawrence/FL_poison/Result/RNN/proxy/baseline/fedAvg/exp2/server_metrics_log_20260717_164540.csv;/home/lawrence/Lawrence/FL_poison/Result/RNN/proxy/baseline/fedAvg/exp2/server_round_defense_log_20260717_164540.csv
server:time_20260717_165519,server,exp_1784325319,run_1784325319,fedavg_blind,fedavg,,,1784325615.0090578,1784325825.6167161,210.60765838623047,10.42.0.145;10.42.0.18;10.42.0.210;10.42.0.47;10.42.0.59,inference_clients;inference_rounds;inference_summary;server_client_defense;server_manifest;server_metrics;server_round_defense,/home/lawrence/Lawrence/FL_poison/Result/RNN/proxy/baseline/fedAvg/exp3/fedavg_blind_20260717_165519_inference_clients.csv;/home/lawrence/Lawrence/FL_poison/Result/RNN/proxy/baseline/fedAvg/exp3/fedavg_blind_20260717_165519_inference_rounds.csv;/home/lawrence/Lawrence/FL_poison/Result/RNN/proxy/baseline/fedAvg/exp3/fedavg_blind_20260717_165519_inference_summary.json;/home/lawrence/Lawrence/FL_poison/Result/RNN/proxy/baseline/fedAvg/exp3/server_client_defense_log_20260717_165519.csv;/home/lawrence/Lawrence/FL_poison/Result/RNN/proxy/baseline/fedAvg/exp4/server_run_manifest_20260717_165519.json;/home/lawrence/Lawrence/FL_poison/Result/RNN/proxy/baseline/fedAvg/exp3/server_metrics_log_20260717_165519.csv;/home/lawrence/Lawrence/FL_poison/Result/RNN/proxy/baseline/fedAvg/exp3/server_round_defense_log_20260717_165519.csv
server:time_20260717_172613,server,exp_1784327173,run_1784327173,fedavg_blind,fedavg,,,1784327442.5554483,1784327663.1680489,220.61260056495667,10.42.0.145;10.42.0.18;10.42.0.210;10.42.0.47;10.42.0.59,inference_clients;inference_rounds;inference_summary;server_client_defense;server_manifest;server_metrics;server_round_defense,/home/lawrence/Lawrence/FL_poison/Result/RNN/proxy/baseline/fedAvg/exp5/fedavg_blind_20260717_172613_inference_clients.csv;/home/lawrence/Lawrence/FL_poison/Result/RNN/proxy/baseline/fedAvg/exp5/fedavg_blind_20260717_172613_inference_rounds.csv;/home/lawrence/Lawrence/FL_poison/Result/RNN/proxy/baseline/fedAvg/exp5/fedavg_blind_20260717_172613_inference_summary.json;/home/lawrence/Lawrence/FL_poison/Result/RNN/proxy/baseline/fedAvg/exp5/server_client_defense_log_20260717_172613.csv;/home/lawrence/Lawrence/FL_poison/Result/RNN/proxy/baseline/fedAvg/exp5/server_run_manifest_20260717_172613.json;/home/lawrence/Lawrence/FL_poison/Result/RNN/proxy/baseline/fedAvg/exp5/server_metrics_log_20260717_172613.csv;/home/lawrence/Lawrence/FL_poison/Result/RNN/proxy/baseline/fedAvg/exp5/server_round_defense_log_20260717_172613.csv
server:time_20260717_170505,server,exp_1784325905,run_1784325905,fedavg_blind,fedavg,,,1784326196.6377943,1784327017.1079562,820.4701619148254,10.42.0.145;10.42.0.18;10.42.0.210;10.42.0.47;10.42.0.59,inference_clients;inference_rounds;inference_summary;server_client_defense;server_manifest;server_metrics;server_round_defense,/home/lawrence/Lawrence/FL_poison/Result/RNN/proxy/baseline/fedAvg/exp4/fedavg_blind_20260717_170505_inference_clients.csv;/home/lawrence/Lawrence/FL_poison/Result/RNN/proxy/baseline/fedAvg/exp4/fedavg_blind_20260717_170505_inference_rounds.csv;/home/lawrence/Lawrence/FL_poison/Result/RNN/proxy/baseline/fedAvg/exp4/fedavg_blind_20260717_170505_inference_summary.json;/home/lawrence/Lawrence/FL_poison/Result/RNN/proxy/baseline/fedAvg/exp4/server_client_defense_log_20260717_170505.csv;/home/lawrence/Lawrence/FL_poison/Result/RNN/proxy/baseline/fedAvg/exp4/server_run_manifest_20260717_170505.json;/home/lawrence/Lawrence/FL_poison/Result/RNN/proxy/baseline/fedAvg/exp4/server_metrics_log_20260717_170505.csv;/home/lawrence/Lawrence/FL_poison/Result/RNN/proxy/baseline/fedAvg/exp4/server_round_defense_log_20260717_170505.csv
analyzer:time_20260717_113643,analyzer,exp_1784302606,,exp1,,,,1784302606.1741922,1784303362.178581,756.0043888092041,10.42.0.145;10.42.0.18;10.42.0.195;10.42.0.210;10.42.0.47;10.42.0.59,analyzer_decision;analyzer_events;analyzer_phase;analyzer_round;analyzer_wire_upload,/home/lawrence/Lawrence/FL_poison/Result/RNN/proxy/baseline/flame/exp1/analyzer_decision_log_20260717_113643.csv;/home/lawrence/Lawrence/FL_poison/Result/RNN/proxy/baseline/flame/exp1/analyzer_events_20260717_113643.jsonl;/home/lawrence/Lawrence/FL_poison/Result/RNN/proxy/baseline/flame/exp1/analyzer_phase_log_20260717_113643.csv;/home/lawrence/Lawrence/FL_poison/Result/RNN/proxy/baseline/flame/exp1/analyzer_round_log_20260717_113643.csv;/home/lawrence/Lawrence/FL_poison/Result/RNN/proxy/baseline/flame/exp1/analyzer_wire_upload_log_20260717_113643.csv
